index,length_km,width_km,depth_km,dip,strike,lat,lon,ss_mm,ds_mm
320,4.1936,4,16.3242,54.71,-131.27,31.6103,103.9811,-2112.62,2185.86
321,4.1035,4,19.5890,54.71,-130.75,31.6241,103.9632,-2041.11,2005.00
322,3.9837,4,22.8539,54.71,-130.07,31.6380,103.9454,-1999.96,1899.63
323,5.6041,4,3.2536,54.43,-144.11,31.5183,104.0155,-2617.65,2841.95
324,5.7829,4,6.5071,54.43,-143.74,31.5317,103.9967,-2556.68,2770.30
325,5.9605,4,9.7606,54.43,-143.38,31.5452,103.9780,-2451.58,2613.47
326,6.1381,4,13.0142,54.43,-143.04,31.5587,103.9593,-2329.23,2381.95
327,6.3174,4,16.2677,54.43,-142.71,31.5723,103.9408,-2209.20,2158.13
328,6.5002,4,19.5212,54.43,-142.39,31.5860,103.9223,-2108.91,2001.35
329,6.6887,4,22.7748,54.43,-142.06,31.5997,103.9039,-2039.84,1922.43
330,4.1378,4,3.2422,54.15,-141.40,31.4843,103.9852,-2644.33,2671.96
331,4.0819,4,6.4843,54.15,-141.17,31.4973,103.9657,-2590.39,2589.98
332,4.0294,4,9.7265,54.15,-140.94,31.5104,103.9464,-2489.15,2445.00
333,3.9799,4,12.9687,54.15,-140.71,31.5235,103.9271,-2358.98,2254.68
334,3.9331,4,16.2108,54.15,-140.47,31.5368,103.9079,-2226.76,2082.93
335,3.8887,4,19.4530,54.15,-140.24,31.5501,103.8887,-2116.88,1973.45
336,3.8467,4,22.6952,54.15,-140.00,31.5635,103.8696,-2042.88,1930.15
337,4.1383,4,3.2307,53.87,-141.39,31.4553,103.9578,-2666.85,2509.11
338,4.1180,4,6.4614,53.87,-141.18,31.4686,103.9385,-2601.16,2415.07
339,4.0993,4,9.6921,53.87,-140.97,31.4821,103.9192,-2476.70,2280.04
340,4.0821,4,12.9229,53.87,-140.77,31.4955,103.9000,-2326.60,2126.78
341,4.0665,4,16.1536,53.87,-140.56,31.5091,103.8809,-2186.29,2006.31
342,4.0524,4,19.3843,53.87,-140.34,31.5227,103.8618,-2078.42,1945.93
343,4.0400,4,22.6150,53.87,-140.13,31.5363,103.8427,-2011.69,1941.73
344,5.5323,4,3.2192,53.59,-140.45,31.4219,103.9258,-2688.18,2371.55
345,5.5118,4,6.4384,53.59,-140.29,31.4355,103.9065,-2586.69,2250.03
346,5.4929,4,9.6576,53.59,-140.14,31.4491,103.8872,-2407.95,2134.88
347,5.4758,4,12.8767,53.59,-139.98,31.4628,103.8680,-2230.64,2033.94
348,5.4604,4,16.0959,53.59,-139.82,31.4765,103.8488,-2091.75,1969.39
349,5.4468,4,19.3151,53.59,-139.67,31.4902,103.8296,-2000.10,1954.71
350,5.4350,4,22.5343,53.59,-139.51,31.5041,103.8105,-1954.08,1984.76
351,5.5323,4,3.2076,53.31,-140.43,31.3837,103.8885,-2671.15,2281.57
352,5.4498,4,6.4152,53.31,-140.30,31.3977,103.8695,-2478.46,2155.20
353,5.3652,4,9.6227,53.31,-140.18,31.4117,103.8504,-2255.07,2100.93
354,5.2784,4,12.8303,53.31,-140.05,31.4258,103.8314,-2082.81,2069.04
355,5.1891,4,16.0379,53.31,-139.93,31.4399,103.8124,-1972.16,2051.01
356,5.0973,4,19.2455,53.31,-139.80,31.4541,103.7935,-1912.51,2057.50
357,5.0025,4,22.4531,53.31,-139.68,31.4684,103.7747,-1893.29,2091.02
358,4.0437,4,3.1959,53.03,-136.55,31.3525,103.8564,-2544.55,2361.13
359,3.9616,4,6.3918,53.03,-136.30,31.3671,103.8378,-2304.49,2262.70
360,3.8778,4,9.5877,53.03,-136.03,31.3819,103.8192,-2090.32,2264.59
361,3.7923,4,12.7836,53.03,-135.76,31.3967,103.8008,-1954.40,2267.11
362,3.7050,4,15.9795,53.03,-135.48,31.4115,103.7824,-1881.08,2254.33
363,3.6160,4,19.1754,53.03,-135.19,31.4265,103.7640,-1849.83,2244.79
364,3.5252,4,22.3713,53.03,-134.88,31.4414,103.7458,-1848.53,2251.84
365,4.0441,4,3.1842,52.75,-136.52,31.3262,103.8270,-2361.49,2639.48
366,4.0431,4,6.3683,52.75,-136.31,31.3412,103.8085,-2142.08,2556.16
367,4.0433,4,9.5524,52.75,-136.10,31.3563,103.7902,-1974.08,2573.09
368,4.0447,4,12.7366,52.75,-135.89,31.3715,103.7719,-1879.95,2565.81
369,4.0476,4,15.9207,52.75,-135.68,31.3867,103.7536,-1836.92,2520.58
370,4.0522,4,19.1048,52.75,-135.47,31.4020,103.7354,-1822.42,2467.99
371,4.0589,4,22.2890,52.75,-135.26,31.4173,103.7173,-1827.60,2434.88
372,4.0448,4,3.1723,52.47,-136.53,31.2999,103.7976,-2290.25,3058.44
373,4.0720,4,6.3446,52.47,-136.33,31.3149,103.7789,-2131.91,2961.90
374,4.0998,4,9.5169,52.47,-136.13,31.3300,103.7603,-1985.04,2955.07
375,4.1283,4,12.6892,52.47,-135.93,31.3452,103.7418,-1902.43,2913.39
376,4.1573,4,15.8615,52.47,-135.73,31.3604,103.7233,-1862.96,2811.83
377,4.1870,4,19.0339,52.47,-135.53,31.3756,103.7049,-1841.69,2697.62
378,4.2175,4,22.2062,52.47,-135.34,31.3909,103.6865,-1833.48,2614.02
379,4.6425,4,3.1604,52.20,-137.82,31.2709,103.7660,-2311.23,3537.52
380,4.6688,4,6.3208,52.20,-137.64,31.2859,103.7471,-2222.46,3352.27
381,4.7021,4,9.4812,52.20,-137.46,31.3009,103.7281,-2088.50,3323.25
382,4.7407,4,12.6416,52.20,-137.28,31.3159,103.7092,-2001.26,3245.92
383,4.7835,4,15.8020,52.20,-137.10,31.3309,103.6904,-1942.95,3077.98
384,4.8299,4,18.9624,52.20,-136.93,31.3460,103.6715,-1892.44,2893.52
385,4.8800,4,22.1228,52.20,-136.75,31.3612,103.6528,-1851.90,2757.61
386,4.6423,4,3.1484,51.92,-137.81,31.2401,103.7331,-2281.87,4102.40
387,4.8877,4,6.2968,51.92,-137.93,31.2541,103.7131,-2227.30,3818.88
388,5.1065,4,9.4453,51.92,-137.97,31.2682,103.6931,-2157.73,3714.68
389,5.3037,4,12.5937,51.92,-137.97,31.2824,103.6733,-2096.21,3549.36
390,5.4874,4,15.7421,51.92,-134.25,31.2967,103.6535,-2022.53,3290.36
391,5.6728,4,18.8905,51.92,-132.32,31.3110,103.6338,-1934.34,3028.61
392,5.8895,4,22.0389,51.92,-131.34,31.3253,103.6139,-1853.05,2841.50
393,7.0873,4,3.1364,51.64,-149.26,31.1938,103.6945,-2210.47,4793.06
394,6.8741,4,6.0175,51.64,-147.83,31.2086,103.6738,-2161.99,4487.07
395,6.5470,4,9.0262,51.64,-146.64,31.2240,103.6537,-2163.14,4204.19
396,6.0881,4,12.0349,51.64,-145.83,31.2397,103.6343,-2128.52,3855.41
397,3.6678,4,15.6819,51.64,-134.24,31.2692,103.6226,-2044.37,3459.15
398,3.0198,4,18.8183,51.64,-130.45,31.2858,103.6048,-1922.27,3105.97
399,2.2549,4,21.9547,51.64,-126.72,31.3022,103.5876,-1805.73,2853.37
400,3.7050,4,2.7414,43.26,-130.87,31.1639,103.6631,-2402.58,5399.56
401,3.3240,4,5.7461,43.26,-126.07,31.1829,103.6445,-2358.21,5050.42
402,2.9997,4,8.6191,43.26,-120.37,31.2029,103.6275,-2276.31,4605.85
403,2.7320,4,11.4922,43.26,-113.67,31.2236,103.6125,-2169.10,4105.50
404,3.6683,4,13.7069,43.26,-105.83,31.2489,103.5918,-2042.24,3584.10
405,3.5111,4,16.4483,43.26,-96.49,31.2698,103.5767,-1869.87,3110.58
406,3.0272,4,19.1896,43.26,-84.70,31.2916,103.5648,-1695.14,2750.68
407,3.7055,4,2.7414,43.26,-130.86,31.1421,103.6337,-2631.71,5871.93
408,3.7044,4,5.4828,43.26,-130.87,31.1619,103.6137,-2534.43,5441.83
409,3.8253,4,8.2241,43.26,-130.80,31.1820,103.5942,-2336.63,4893.87
410,4.0901,4,10.9655,43.26,-130.48,31.2027,103.5754,-2131.17,4300.23
411,4.5211,4,13.7069,43.26,-129.70,31.2238,103.5577,-1933.26,3674.99
412,5.1415,4,16.4483,43.26,-128.32,31.2455,103.5414,-1721.31,3067.09
413,5.9781,4,19.1896,43.26,-126.24,31.2678,103.5269,-1477.42,2494.98
414,3.7060,4,2.7414,43.26,-130.85,31.1203,103.6043,-2810.67,6046.85
415,3.7052,4,5.4828,43.26,-130.86,31.1401,103.5842,-2569.51,5594.28
416,3.7044,4,8.2241,43.26,-130.87,31.1599,103.5642,-2280.26,5013.42
417,3.7056,4,10.9655,43.26,-130.88,31.1797,103.5442,-2007.00,4390.99
418,3.7153,4,13.7069,43.26,-130.89,31.1995,103.5242,-1761.62,3730.45
419,3.7451,4,16.4483,43.26,-130.90,31.2194,103.5042,-1531.39,3074.99
420,3.8101,4,19.1896,43.26,-130.89,31.2394,103.4844,-1298.20,2453.94
421,3.7072,4,2.7414,43.26,-130.86,31.0985,103.5748,-2841.94,5864.97
422,3.7061,4,5.4828,43.26,-130.87,31.1183,103.5548,-2515.21,5514.85
423,3.7050,4,8.2241,43.26,-130.88,31.1381,103.5348,-2145.27,4993.11
424,3.7039,4,10.9655,43.26,-130.89,31.1579,103.5147,-1819.75,4401.28
425,3.7027,4,13.7069,43.26,-130.90,31.1777,103.4947,-1552.79,3760.75
426,3.7016,4,16.4483,43.26,-130.91,31.1975,103.4746,-1330.97,3108.54
427,3.7007,4,19.1896,43.26,-130.92,31.2173,103.4546,-1129.13,2482.70
428,3.7069,4,2.7414,43.26,-130.84,31.0767,103.5454,-2684.07,5448.26
429,3.7055,4,5.4828,43.26,-130.85,31.0965,103.5254,-2348.64,5210.22
430,3.7041,4,8.2241,43.26,-130.86,31.1163,103.5054,-1939.87,4814.56
431,3.7026,4,10.9655,43.26,-130.87,31.1361,103.4853,-1587.98,4326.87
432,3.7012,4,13.7069,43.26,-130.88,31.1559,103.4653,-1327.02,3763.83
433,3.6998,4,16.4483,43.26,-130.89,31.1757,103.4453,-1136.29,3152.06
434,3.6983,4,19.1896,43.26,-130.90,31.1955,103.4252,-976.18,2537.38
435,3.7074,4,2.7414,43.26,-130.83,31.0549,103.5160,-2421.59,4900.14
436,3.7061,4,5.4828,43.26,-130.84,31.0747,103.4960,-2094.99,4760.89
437,3.7047,4,8.2241,43.26,-130.85,31.0945,103.4760,-1692.24,4516.16
438,3.7034,4,10.9655,43.26,-130.86,31.1143,103.4559,-1355.86,4183.00
439,3.7020,4,13.7069,43.26,-130.87,31.1341,103.4359,-1129.78,3738.16
440,3.7007,4,16.4483,43.26,-130.89,31.1539,103.4159,-981.73,3188.30
441,3.6993,4,19.1896,43.26,-130.90,31.1737,103.3958,-859.57,2591.22
442,3.7086,4,2.7414,43.26,-130.82,31.0331,103.4865,-2118.41,4285.99
443,3.7075,4,5.4828,43.26,-130.83,31.0529,103.4665,-1824.40,4235.36
444,3.7064,4,8.2241,43.26,-130.84,31.0727,103.4465,-1465.18,4147.55
445,3.7053,4,10.9655,43.26,-130.85,31.0925,103.4265,-1180.67,3988.46
446,3.7042,4,13.7069,43.26,-130.86,31.1123,103.4065,-1007.23,3674.47
447,3.7031,4,16.4483,43.26,-130.87,31.1321,103.3865,-897.26,3191.71
448,3.7020,4,19.1896,43.26,-130.88,31.1519,103.3664,-794.30,2617.00
449,3.7084,4,2.7414,43.26,-130.82,31.0113,103.4571,-1841.02,3671.79
450,3.7075,4,5.4828,43.26,-130.83,31.0311,103.4371,-1603.19,3686.49
451,3.7067,4,8.2241,43.26,-130.84,31.0509,103.4171,-1311.92,3743.79
452,3.7058,4,10.9655,43.26,-130.85,31.0707,103.3971,-1098.74,3751.69
453,3.7050,4,13.7069,43.26,-130.86,31.0905,103.3771,-978.89,3555.09
454,3.7041,4,16.4483,43.26,-130.87,31.1103,103.3571,-888.89,3132.75
455,3.7032,4,19.1896,43.26,-130.88,31.1301,103.3370,-779.41,2588.59
456,3.7089,4,2.7414,43.26,-130.81,30.9895,103.4277,-1634.40,3105.11
457,3.7078,4,5.4828,43.26,-130.82,31.0093,103.4077,-1489.13,3148.60
458,3.7067,4,8.2241,43.26,-130.83,31.0291,103.3877,-1280.71,3318.46
459,3.7056,4,10.9655,43.26,-130.84,31.0489,103.3677,-1133.01,3465.02
460,3.7045,4,13.7069,43.26,-130.86,31.0687,103.3477,-1042.37,3356.61
461,3.7034,4,16.4483,43.26,-130.87,31.0885,103.3277,-941.84,2986.46
462,3.7023,4,19.1896,43.26,-130.88,31.1084,103.3076,-800.04,2488.30
463,3.7094,4,2.7414,43.26,-130.81,30.9677,103.3982,-1492.15,2623.58
464,3.7086,4,5.4828,43.26,-130.82,30.9875,103.3782,-1485.17,2648.89
465,3.7078,4,8.2241,43.26,-130.83,31.0073,103.3583,-1370.44,2870.37
466,3.7070,4,10.9655,43.26,-130.84,31.0271,103.3383,-1264.73,3107.05
467,3.7063,4,13.7069,43.26,-130.85,31.0469,103.3183,-1165.39,3057.42
468,3.7055,4,16.4483,43.26,-130.86,31.0668,103.2983,-1024.66,2741.43
469,3.7047,4,19.1896,43.26,-130.87,31.0866,103.2782,-834.07,2313.64
470,3.7106,4,2.7414,43.26,-130.81,30.9459,103.3688,-1358.42,2253.09
471,3.7095,4,5.4828,43.26,-130.82,30.9657,103.3488,-1457.16,2227.95
472,3.7084,4,8.2241,43.26,-130.83,30.9855,103.3288,-1445.83,2432.02
473,3.7073,4,10.9655,43.26,-130.84,31.0053,103.3089,-1384.57,2688.88
474,3.7062,4,13.7069,43.26,-130.86,31.0251,103.2889,-1270.26,2669.90
475,3.7051,4,16.4483,43.26,-130.87,31.0450,103.2689,-1089.43,2415.41
476,3.7040,4,19.1896,43.26,-130.88,31.0648,103.2488,-856.95,2082.69
477,3.7103,4,2.7414,43.26,-130.79,30.9241,103.3394,-1214.59,1971.10
478,3.7089,4,5.4828,43.26,-130.80,30.9439,103.3194,-1325.28,1908.31
479,3.7075,4,8.2241,43.26,-130.82,30.9637,103.2994,-1364.43,2087.44
480,3.7060,4,10.9655,43.26,-130.83,30.9835,103.2795,-1362.38,2291.80
481,3.7046,4,13.7069,43.26,-130.84,31.0034,103.2595,-1270.27,2264.98
482,3.7032,4,16.4483,43.26,-130.85,31.0232,103.2395,-1088.16,2064.98
483,3.7017,4,19.1896,43.26,-130.86,31.0430,103.2195,-848.87,1835.23
484,3.7108,4,2.7414,43.26,-130.79,30.9023,103.3099,-1097.97,1703.31
485,3.7097,4,5.4828,43.26,-130.80,30.9221,103.2900,-1096.68,1665.58
486,3.7085,4,8.2241,43.26,-130.81,30.9419,103.2700,-1131.81,1875.75
487,3.7073,4,10.9655,43.26,-130.82,30.9617,103.2500,-1181.20,2005.82
488,3.7060,4,13.7069,43.26,-130.83,30.9816,103.2301,-1142.70,1938.14
489,3.7047,4,16.4483,43.26,-130.84,31.0014,103.2101,-1006.11,1770.66
490,3.7032,4,19.1896,43.26,-130.85,31.0212,103.1901,-808.33,1626.01
491,3.7113,4,2.7414,43.26,-130.78,30.8805,103.2805,-916.92,1508.46
492,3.7105,4,5.4828,43.26,-130.79,30.9003,103.2605,-856.30,1628.41
493,3.7097,4,8.2241,43.26,-130.80,30.9201,103.2406,-911.07,1796.81
494,3.7089,4,10.9655,43.26,-130.80,30.9400,103.2206,-969.98,1842.00
495,3.7079,4,13.7069,43.26,-130.81,30.9598,103.2007,-966.24,1747.66
496,3.7069,4,16.4483,43.26,-130.82,30.9796,103.1807,-890.61,1610.08
497,3.7059,4,19.1896,43.26,-130.83,30.9994,103.1607,-771.13,1514.30
498,3.8829,4,1.8614,27.73,-136.29,31.5229,104.1849,-1111.82,2491.06
499,3.8819,4,3.7228,27.73,-136.30,31.5449,104.1579,-941.57,2239.43
500,3.8811,4,5.5841,27.73,-136.31,31.5669,104.1309,-812.54,2008.00
501,3.8803,4,7.4455,27.73,-136.32,31.5889,104.1039,-729.56,1842.92
502,3.8797,4,9.3069,27.73,-136.33,31.6109,104.0768,-688.35,1752.26
503,3.8819,4,1.8614,27.73,-136.28,31.4977,104.1566,-995.30,2359.00
504,3.8805,4,3.7228,27.73,-136.29,31.5197,104.1296,-876.17,2154.16
505,3.8793,4,5.5841,27.73,-136.31,31.5417,104.1026,-777.79,1941.36
506,3.8781,4,7.4455,27.73,-136.32,31.5637,104.0756,-713.58,1784.01
507,3.8770,4,9.3069,27.73,-136.34,31.5856,104.0486,-686.80,1707.30
508,3.8839,4,1.8614,27.73,-136.27,31.4724,104.1284,-888.11,2265.69
509,3.8825,4,3.7228,27.73,-136.29,31.4944,104.1014,-818.50,2082.80
510,3.8811,4,5.5841,27.73,-136.30,31.5164,104.0744,-759.99,1885.66
511,3.8797,4,7.4455,27.73,-136.32,31.5384,104.0474,-721.89,1737.28
512,3.8783,4,9.3069,27.73,-136.33,31.5604,104.0203,-708.25,1668.36
513,3.8829,4,1.8614,27.73,-136.26,31.4472,104.1001,-822.86,2191.51
514,3.8815,4,3.7228,27.73,-136.28,31.4692,104.0731,-788.27,2021.82
515,3.8801,4,5.5841,27.73,-136.29,31.4912,104.0461,-761.98,1837.87
516,3.8788,4,7.4455,27.73,-136.31,31.5132,104.0191,-748.10,1699.69
517,3.8774,4,9.3069,27.73,-136.32,31.5352,103.9921,-744.72,1634.81
518,3.8849,4,1.8614,27.73,-136.26,31.4220,104.0718,-785.29,2095.79
519,3.8835,4,3.7228,27.73,-136.27,31.4440,104.0448,-776.17,1947.40
520,3.8821,4,5.5841,27.73,-136.29,31.4660,104.0178,-774.16,1785.00
521,3.8807,4,7.4455,27.73,-136.30,31.4880,103.9909,-776.89,1661.15
522,3.8793,4,9.3069,27.73,-136.31,31.5100,103.9638,-777.76,1599.56
523,3.8839,4,1.8614,27.73,-136.25,31.3967,104.0435,-728.17,1975.93
524,3.8825,4,3.7228,27.73,-136.26,31.4188,104.0166,-759.19,1856.68
525,3.8812,4,5.5841,27.73,-136.28,31.4408,103.9896,-785.41,1721.70
526,3.8800,4,7.4455,27.73,-136.29,31.4628,103.9626,-800.41,1612.15
527,3.8788,4,9.3069,27.73,-136.31,31.4848,103.9356,-798.00,1553.80
528,3.8859,4,1.8614,27.73,-136.24,31.3715,104.0152,-628.41,1874.96
529,3.9093,4,3.7228,27.73,-136.26,31.3934,103.9882,-732.36,1768.90
530,3.9327,4,5.5841,27.73,-136.28,31.4154,103.9611,-789.48,1655.34
531,3.9559,4,7.4455,27.73,-136.29,31.4373,103.9341,-810.90,1551.48
532,3.9791,4,9.3069,27.73,-136.31,31.4592,103.9070,-795.76,1493.05
533,3.8733,4,1.8614,27.73,-137.04,31.3458,103.9868,-669.05,1757.55
534,3.8970,4,3.7228,27.73,-137.05,31.3676,103.9596,-724.59,1690.30
535,3.9207,4,5.5841,27.73,-137.06,31.3894,103.9324,-776.59,1593.78
536,3.9443,4,7.4455,27.73,-137.07,31.4111,103.9052,-785.10,1481.93
537,3.9678,4,9.3069,27.73,-137.08,31.4329,103.8779,-751.83,1421.88
538,3.8732,4,1.8614,27.73,-137.04,31.3203,103.9591,-661.12,1688.74
539,3.8718,4,3.7228,27.73,-137.05,31.3420,103.9318,-687.61,1640.77
540,3.8705,4,5.5841,27.73,-137.07,31.3637,103.9045,-719.28,1545.70
541,3.8693,4,7.4455,27.73,-137.08,31.3854,103.8772,-708.00,1415.44
542,3.8681,4,9.3069,27.73,-137.10,31.4071,103.8498,-668.70,1358.73
543,3.8743,4,1.8614,27.73,-137.02,31.2949,103.9313,-641.46,1664.19
544,3.8733,4,3.7228,27.73,-137.04,31.3165,103.9040,-631.61,1618.09
545,3.8723,4,5.5841,27.73,-137.05,31.3382,103.8767,-627.59,1519.57
546,3.8712,4,7.4455,27.73,-137.06,31.3599,103.8494,-601.33,1377.49
547,3.8702,4,9.3069,27.73,-137.08,31.3816,103.8221,-575.92,1327.93
548,3.8750,4,1.8614,27.73,-137.04,31.2694,103.9035,-637.66,1679.90
549,3.8736,4,3.7228,27.73,-137.05,31.2910,103.8762,-600.81,1622.13
550,3.8722,4,5.5841,27.73,-137.06,31.3127,103.8490,-566.66,1521.56
551,3.8708,4,7.4455,27.73,-137.08,31.3344,103.8217,-531.48,1386.96
552,3.8695,4,9.3069,27.73,-137.09,31.3561,103.7944,-524.69,1345.07
553,3.8753,4,1.8614,27.73,-137.01,31.2439,103.8757,-671.96,1744.40
554,3.8736,4,3.7228,27.73,-137.02,31.2656,103.8485,-632.75,1670.17
555,3.8718,4,5.5841,27.73,-137.03,31.2873,103.8212,-605.71,1564.57
556,3.8706,4,7.4455,27.73,-127.35,31.3090,103.7939,-573.35,1442.61
557,3.8730,4,9.3069,27.73,-127.46,31.3306,103.7666,-558.12,1402.72
558,3.8751,4,1.8614,27.73,-137.01,31.2184,103.8480,-740.63,1841.56
559,3.8737,4,3.7228,27.73,-137.02,31.2401,103.8207,-709.88,1766.02
560,3.9343,4,5.5841,27.73,-137.05,31.2616,103.7932,-708.52,1656.23
561,2.6902,4,7.4455,27.73,-127.35,31.2925,103.7735,-689.07,1524.37
562,2.3688,4,9.3069,27.73,-127.46,31.3150,103.7475,-658.50,1473.50
563,3.8762,4,1.8614,27.73,-136.99,31.1929,103.8202,-840.40,1957.88
564,3.2525,4,3.7228,27.73,-139.01,31.2155,103.7948,-801.13,1880.44
565,2.5731,4,5.5841,27.73,-142.67,31.2370,103.7686,-802.69,1764.31
566,2.6905,4,7.4455,27.73,-127.34,31.2778,103.7510,-801.81,1607.15
567,2.3690,4,9.3069,27.73,-127.46,31.3021,103.7277,-762.80,1547.88
568,3.5392,4,1.8614,27.73,-116.34,31.1799,103.8003,-956.05,2037.86
569,2.9154,4,3.7228,27.73,-114.11,31.2073,103.7825,-915.24,1977.11
570,2.2436,4,5.5841,27.73,-109.95,31.2350,103.7662,-905.44,1858.66
571,2.6908,4,7.4455,27.73,-127.34,31.2631,103.7285,-884.33,1694.73
572,2.3692,4,9.3069,27.73,-127.07,31.2891,103.7079,-846.32,1629.59
573,3.5391,4,1.8614,27.73,-116.32,31.1658,103.7670,-1026.25,2131.68
574,3.5378,4,3.7228,27.73,-116.33,31.1943,103.7505,-974.28,2080.89
575,3.6056,4,5.5841,27.73,-116.31,31.2230,103.7343,-950.38,1965.20
576,2.6910,4,7.4455,27.73,-116.16,31.2485,103.7060,-919.99,1793.80
577,2.5409,4,9.3069,27.73,-115.19,31.2759,103.6876,-897.56,1717.69
578,3.5400,4,1.8614,27.73,-116.33,31.1517,103.7337,-1043.69,2190.75
579,3.5396,4,3.7228,27.73,-116.34,31.1802,103.7172,-994.76,2134.62
580,3.5392,4,5.5841,27.73,-116.34,31.2087,103.7007,-955.81,2024.63
581,3.5393,4,7.4455,27.73,-116.35,31.2373,103.6841,-932.00,1882.41
582,3.5444,4,9.3069,27.73,-116.36,31.2658,103.6676,-926.80,1795.24
583,5.9773,4,19.1896,0.00,-126.24,31.2968,103.5020,-1101.20,1637.32
584,6.2558,4,19.1896,0.00,-126.36,31.3250,103.4759,-897.38,1186.33
585,6.4078,4,19.1896,0.00,-126.43,31.3535,103.4502,-693.72,801.80
586,6.5553,4,19.1896,0.00,-126.48,31.3820,103.4246,-504.67,529.62
587,6.6988,4,19.1896,0.00,-126.54,31.4105,103.3989,-345.85,376.42
588,6.8386,4,19.1896,0.00,-126.59,31.4390,103.3732,-230.78,316.80
589,6.9751,4,19.1896,0.00,-126.64,31.4675,103.3474,-166.82,309.59
590,3.8098,4,19.1896,0.00,-130.90,31.2666,103.4569,-1039.10,1787.31
591,4.0898,4,19.1896,0.00,-130.76,31.2946,103.4305,-829.08,1252.93
592,4.2481,4,19.1896,0.00,-130.70,31.3223,103.4037,-637.49,832.79
593,4.4046,4,19.1896,0.00,-130.64,31.3500,103.3768,-462.14,544.03
594,4.5596,4,19.1896,0.00,-130.59,31.3777,103.3500,-312.52,384.98
595,4.7131,4,19.1896,0.00,-130.55,31.4054,103.3231,-201.61,326.03
596,4.8653,4,19.1896,0.00,-130.51,31.4331,103.2962,-139.78,322.16
597,3.6997,4,19.1896,0.00,-130.91,31.2445,103.4270,-913.40,1876.80
598,3.6993,4,19.1896,0.00,-130.94,31.2716,103.3995,-727.54,1339.79
599,3.7041,4,19.1896,0.00,-130.95,31.2988,103.3719,-559.43,907.12
600,3.7116,4,19.1896,0.00,-130.97,31.3260,103.3443,-404.67,603.84
601,3.7215,4,19.1896,0.00,-130.98,31.3532,103.3167,-269.51,429.98
602,3.7337,4,19.1896,0.00,-131.00,31.3804,103.2892,-166.06,357.78
603,3.7479,4,19.1896,0.00,-131.01,31.4076,103.2616,-106.17,344.14
604,3.6981,4,19.1896,0.00,-130.91,31.2227,103.3977,-783.39,1959.64
605,3.6957,4,19.1896,0.00,-130.93,31.2499,103.3701,-622.33,1432.05
606,3.6939,4,19.1896,0.00,-130.94,31.2770,103.3425,-477.11,993.27
607,3.6921,4,19.1896,0.00,-130.96,31.3042,103.3149,-340.46,674.72
608,3.6904,4,19.1896,0.00,-130.97,31.3313,103.2873,-217.26,482.43
609,3.6886,4,19.1896,0.00,-130.99,31.3585,103.2597,-120.21,393.77
610,3.6868,4,19.1896,0.00,-131.00,31.3856,103.2320,-63.33,369.72
611,3.6985,4,19.1896,0.00,-130.91,31.2009,103.3683,-681.42,2036.84
612,3.6957,4,19.1896,0.00,-130.92,31.2281,103.3407,-536.49,1521.88
613,3.6939,4,19.1896,0.00,-130.93,31.2553,103.3132,-404.75,1079.66
614,3.6920,4,19.1896,0.00,-130.95,31.2824,103.2856,-277.70,746.51
615,3.6902,4,19.1896,0.00,-130.96,31.3096,103.2580,-160.80,535.73
616,3.6883,4,19.1896,0.00,-130.98,31.3368,103.2304,-68.02,430.91
617,3.6865,4,19.1896,0.00,-130.99,31.3639,103.2027,-14.68,397.58
618,3.7019,4,19.1896,0.00,-130.88,31.1791,103.3389,-622.33,2091.99
619,3.6991,4,19.1896,0.00,-130.91,31.2063,103.3114,-479.84,1593.79
620,3.6974,4,19.1896,0.00,-130.92,31.2335,103.2838,-347.61,1152.21
621,3.6958,4,19.1896,0.00,-130.94,31.2607,103.2563,-219.47,809.02
622,3.6941,4,19.1896,0.00,-130.95,31.2878,103.2287,-102.99,584.61
623,3.6924,4,19.1896,0.00,-130.97,31.3150,103.2011,-12.96,467.99
624,3.6907,4,19.1896,0.00,-130.98,31.3422,103.1734,35.91,428.40
625,3.7024,4,19.1896,0.00,-130.88,31.1573,103.3095,-602.55,2104.59
626,3.7005,4,19.1896,0.00,-130.90,31.1845,103.2820,-447.55,1630.66
627,3.6993,4,19.1896,0.00,-130.92,31.2117,103.2545,-301.82,1198.15
628,3.6981,4,19.1896,0.00,-130.93,31.2389,103.2269,-164.62,854.73
629,3.6970,4,19.1896,0.00,-130.94,31.2661,103.1993,-45.66,626.25
630,3.6958,4,19.1896,0.00,-130.96,31.2932,103.1717,41.24,505.32
631,3.6946,4,19.1896,0.00,-130.97,31.3204,103.1441,84.16,463.51
632,3.7022,4,19.1896,0.00,-130.88,31.1356,103.2801,-607.20,2059.23
633,3.7001,4,19.1896,0.00,-130.90,31.1627,103.2526,-428.19,1620.78
634,3.6985,4,19.1896,0.00,-130.92,31.1899,103.2251,-261.48,1210.67
635,3.6969,4,19.1896,0.00,-130.93,31.2171,103.1975,-112.86,881.31
636,3.6953,4,19.1896,0.00,-130.95,31.2443,103.1700,7.49,661.03
637,3.6938,4,19.1896,0.00,-130.96,31.2714,103.1424,89.23,544.12
638,3.6922,4,19.1896,0.00,-130.98,31.2986,103.1148,124.95,503.68
639,3.7048,4,19.1896,0.00,-130.87,31.1138,103.2508,-619.60,1952.90
640,3.7037,4,19.1896,0.00,-130.89,31.1410,103.2232,-413.37,1562.89
